UID,score
Te-88,7.5105531249999995
Te-89,9.055475
Te-90,9.0320375
Te-91,8.5711
Te-92,8.498834375
Te-93,8.5662171875
Te-94,7.2742249999999995
Te-95,8.46563125
Te-96,7.9519593749999995
Te-97,8.037896875
Te-98,7.7214906249999995
Te-99,8.397271875
Te-100,7.3308656249999995
Te-101,6.5037171874999995
Te-102,8.70781875
Te-103,8.555475
Te-104,7.4978578124999995
Te-105,7.7332093749999995
Te-106,8.397271875
Te-107,7.0066468749999995
Te-108,8.13115859375
Te-109,8.78985
Te-110,8.2009828125
Te-111,7.5125062499999995
Te-112,7.0769593749999995
Te-113,8.815240625
Te-114,7.5339906249999995
Te-115,8.99688125
Te-116,7.8582093749999995
Te-117,9.0789125
Te-118,9.0632875
Te-119,7.2625062499999995
Te-120,7.8191468749999995
Te-121,9.00469375
Te-122,8.397271875
Te-123,7.8328187499999995
Te-124,9.721490625
Te-125,7.8152406249999995
Te-126,8.8689515625
Te-127,9.116021875
Te-128,8.518365625
Te-129,8.147271875
Te-130,6.6921937499999995
Te-131,10.1482484375
Te-132,7.7019593749999995
Te-133,7.1921937499999995
Te-134,8.776178125
Te-135,8.6882875
Te-136,8.229303125
Te-137,8.158990625
Te-138,8.555475
Te-139,8.5789125
Te-140,8.96563125
Te-141,7.3054749999999995
Te-142,7.7429749999999995
Te-143,7.0779359374999995
Te-144,8.709771875
Te-145,8.397271875
Te-146,8.401178125
Te-147,8.897271875
Te-148,9.52031875
Te-149,8.143365625
Te-150,7.8757874999999995
Te-151,7.5398499999999995
Te-152,7.4968812499999995
Te-153,8.1404359375
Te-154,8.4959046875
Te-155,9.7478578125
Te-156,8.24688125
Te-157,8.698053125
Te-158,9.2986390625
Te-159,9.46563125
Te-160,8.194146875
Te-161,8.287896875
Te-162,8.5681703125
Te-163,9.135553125
Te-164,7.2781312499999995
Te-165,8.311334375
Te-166,8.213678125
Te-167,8.885553125
Te-168,8.397271875
Te-169,7.2703187499999995
Te-170,8.256646875
Te-171,8.6697328125
Te-172,7.2185609374999995
Te-173,7.3660218749999995
Te-174,8.783990625
Te-175,7.6980531249999995
Te-176,8.0310609375
Te-177,7.7683656249999995
Te-178,7.8386781249999995
Te-179,6.4822328124999995
Te-180,8.299615625
Te-181,8.10625625
Te-182,7.7957093749999995
Te-183,8.448053125
Te-184,7.9949281249999995
Te-185,7.4558656249999995
Te-186,7.2195374999999995
Te-187,8.180475
Te-188,8.209771875
Te-189,7.1882874999999995
Te-190,8.397271875
Te-191,7.9509828124999995
Te-192,9.393365625
Te-193,7.9441468749999995
Te-194,9.9861390625
Te-195,9.151178125
Te-196,9.63408828125
Te-197,7.5515687499999995
Te-198,8.9851625
Te-199,7.8425843749999995
Te-200,7.7800843749999995
Te-201,8.092584375
Te-202,8.451959375
Te-203,8.72735
Te-204,7.9832093749999995
Te-205,8.70000625
Te-206,8.018365625
Te-207,7.3865296874999995
Te-208,9.9959046875
Te-209,8.045709375
Te-210,7.8669984374999995
Te-211,7.9578187499999995
Te-212,8.9539125
Te-213,7.1687562499999995
Te-214,9.002740625
Te-215,9.0779359375
Te-216,8.346490625
Te-217,7.8308656249999995
Te-218,7.3464906249999995
Te-219,6.8640687499999995
Te-220,7.1472718749999995
Te-221,8.416803125
Te-222,9.026178125
Te-223,7.4753968749999995
Te-224,8.37188125
Te-225,8.11455703125
Te-226,8.698053125
Te-227,8.397271875
Te-228,7.8582093749999995
Te-229,9.2195375
Te-230,6.9011781249999995
Te-231,7.9617249999999995
Te-232,7.9734437499999995
Te-233,8.4461
Te-234,9.12188125
Te-235,7.7410218749999995
Te-236,7.0847718749999995
Te-237,9.4412171875
Te-238,9.4607484375
Te-239,7.5769593749999995
Te-240,9.127740625
Te-241,7.9363343749999995
Te-242,8.2507875
Te-243,7.2097718749999995
Te-244,7.6960999999999995
Te-245,7.8074281249999995
Te-246,8.307428125
Te-247,8.248834375
Te-248,8.393365625
Te-249,9.701959375
Te-250,8.72344375
Te-251,7.4539124999999995
Te-252,7.1843812499999995
Te-253,7.5418031249999995
Te-254,9.2947328125
Te-255,7.4402406249999995
Te-256,7.5945374999999995
Te-257,7.2800843749999995
Te-258,8.2820375
Te-259,9.7576234375
Te-260,8.6033265625
Te-261,9.166803125
Te-262,8.397271875
Te-263,8.41094375
Te-264,7.2410218749999995
Te-265,7.6765687499999995
Te-266,8.397271875
Te-267,8.252740625
Te-268,7.7976624999999995
Te-269,6.5144593749999995
Te-270,8.787896875
Te-271,7.6960999999999995
Te-272,8.627740625
Te-273,7.7918031249999995
Te-274,8.2263734375
Te-275,6.5320374999999995
Te-276,7.2898499999999995
Te-277,9.436334375
Te-278,8.22344375
Te-279,8.86406875
Te-280,9.6961
Te-281,7.9343812499999995
Te-282,7.5505921874999995
Te-283,7.4402406249999995
Te-284,7.2488343749999995
Te-285,8.28985
Te-286,8.77813125
Te-287,8.49346328125
Te-288,7.5935609374999995
Te-289,8.819146875
Te-290,8.905084375
Te-291,7.8914124999999995
Te-292,9.014459375
Te-293,7.9441468749999995
Te-294,9.44219375
Te-295,7.1668031249999995
Te-296,8.080865625
Te-297,8.330865625
Te-298,8.397271875
Te-299,8.182428125
Te-300,7.8757874999999995
Te-301,8.119928125
Te-302,7.7488343749999995
Te-303,8.674615625
Te-304,9.524225
Te-305,7.2097718749999995
Te-306,7.5164124999999995
Te-307,7.6160218749999995
Te-308,7.8621156249999995
Te-309,7.6511781249999995
Te-310,8.201959375
Te-311,7.1804749999999995
Te-312,7.5613343749999995
Te-313,9.455865625
Te-314,6.9910218749999995
Te-315,8.076959375
Te-316,9.4080140625
Te-317,8.8865296875
Te-318,9.041803125
Te-319,7.9265687499999995
Te-320,7.2703187499999995
Te-321,7.8914124999999995
Te-322,7.1570374999999995
Te-323,9.213678125
Te-324,7.3543031249999995
Te-325,8.2820375
Te-326,8.366021875
Te-327,7.3621156249999995
Te-328,8.3132875
Te-329,7.3767640624999995
Te-330,8.2586
Te-331,7.1785218749999995
Te-332,9.117975
Te-333,10.194146875
Te-334,6.7918031249999995
Te-335,7.2117249999999995
Te-336,8.397271875
Te-337,8.030084375
Te-338,7.7078187499999995
Te-339,8.50469375
Te-340,7.1043031249999995
Te-341,6.8318421874999995
Te-342,9.25420546875
Te-343,7.6931703124999995
Te-344,8.838678125
Te-345,7.9597718749999995
Te-346,7.2019593749999995
Te-347,8.248834375
Te-348,7.8816468749999995
Te-349,8.7039125
Te-350,8.182428125
Te-351,7.7273499999999995
Te-352,7.7722718749999995
Te-353,8.092584375
Te-354,7.4128968749999995
Te-355,7.3718812499999995
Te-356,8.397271875
Te-357,8.1961
Te-358,6.6814515624999995
Te-359,8.729303125
Te-360,6.8250062499999995
Te-361,7.6648499999999995
Te-362,8.264459375
Te-363,7.7087953124999995
Te-364,8.15313125
Te-365,7.8220765624999995
Te-366,8.3132875
Te-367,7.6453187499999995
Te-368,7.9988343749999995
Te-369,7.8543031249999995
Te-370,8.52031875
Te-371,6.7507874999999995
Te-372,9.9197328125
Te-373,7.0750062499999995
Te-374,7.8855531249999995
Te-375,6.8357484374999995
Te-376,6.6843812499999995
Te-377,7.7957093749999995
Te-378,8.9490296875
Te-379,6.8894593749999995
Te-380,7.4246156249999995
Te-381,9.1570375
Te-382,9.367975
Te-383,7.6873109374999995
Te-384,7.8933656249999995
Te-385,8.076959375
Te-386,7.6570374999999995
Te-387,9.369928125
Te-388,9.416803125
Te-389,7.5808656249999995
Te-390,7.6375062499999995
Te-391,7.1550843749999995
Te-392,8.022271875
Te-393,7.8503968749999995
Te-394,8.09063125
Te-395,8.162896875
Te-396,8.3084046875
Te-397,9.080865625
Te-398,7.5125062499999995
Te-399,9.9627015625
Te-400,8.8836
Te-401,8.041803125
Te-402,8.397271875
Te-403,7.7761781249999995
Te-404,8.448053125
Te-405,9.6521546875
Te-406,8.280084375
Te-407,9.116021875
Te-408,7.8738343749999995
Te-409,8.02813125
Te-410,7.0046937499999995
Te-411,7.6785218749999995
Te-412,9.221490625
Te-413,8.1882875
Te-414,8.850396875
Te-415,8.799615625
Te-416,8.416803125
Te-417,8.397271875
Te-418,7.7683656249999995
Te-419,8.397271875
Te-420,7.6160218749999995
Te-421,7.4851624999999995
Te-422,7.9871156249999995
Te-423,8.397271875
Te-424,8.451959375
Te-425,7.4500062499999995
Te-426,6.9734437499999995
Te-427,9.069146875
Te-428,7.4890687499999995
Te-429,8.397271875
Te-430,7.3464906249999995
Te-431,9.764459375
Te-432,7.2214906249999995
Te-433,7.6765687499999995
Te-434,7.1668031249999995
Te-435,7.8884828124999995
Te-436,8.0476625
Te-437,7.6433656249999995
Te-438,8.186334375
Te-439,7.5339906249999995
Te-440,7.8308656249999995
Te-441,8.3923890625
Te-442,8.3836
Te-443,8.123834375
Te-444,8.795709375
Te-445,9.27813125
Te-446,8.967584375
Te-447,9.530084375
Te-448,8.541803125
Te-449,8.127740625
Te-450,7.3386781249999995
Te-451,8.076959375
Te-452,7.4148499999999995
Te-453,8.17656875
Te-454,7.5886781249999995
Te-455,8.549615625
Te-456,7.5046937499999995
Te-457,8.658990625
Te-458,9.073053125
Te-459,8.088678125
Te-460,7.5242249999999995
Te-461,8.764459375
Te-462,8.143365625
Te-463,8.076959375
Te-464,7.2722718749999995
Te-465,8.416803125
Te-466,8.1882875
Te-467,9.2595765625
Te-468,9.2507875
Te-469,9.12969375
Te-470,7.9304749999999995
Te-471,5.1472718749999995
Te-472,8.2195375
Te-473,8.5427796875
Te-474,9.533990625
Te-475,8.397271875
Te-476,8.77031875
Te-477,7.3953187499999995
Te-478,8.940240625
Te-479,7.7722718749999995
Te-480,9.065240625
Te-481,8.0623109375
Te-482,7.7117249999999995
Te-483,8.901178125
Te-484,7.0359437499999995
Te-485,9.166803125
Te-486,7.6863343749999995
Te-487,8.53594375
Te-488,7.3796937499999995
Te-489,8.397271875
Te-490,8.893365625
Te-491,7.8357484374999995
Te-492,9.4685609375
Te-493,10.2224671875
Te-494,9.2127015625
Te-495,8.20781875
Te-496,8.0164125
Te-497,7.6023499999999995
Te-498,8.475396875
Te-499,8.6257875
Te-500,8.405084375
Te-501,8.760553125
Te-502,8.397271875
Te-503,8.104303125
Te-504,8.397271875
Te-505,8.60625625
Te-506,8.1873109375
Te-507,10.018365625
Te-508,9.2615296875
Te-509,8.905084375
Te-510,9.100396875
Te-511,8.397271875
Te-512,10.0818421875
Te-513,7.3503968749999995
Te-514,9.16485
Te-515,8.248834375
Te-516,6.8367249999999995
Te-517,8.14531875
Te-518,6.6160218749999995
Te-519,7.5281312499999995
Te-520,9.260553125
Te-521,7.4382874999999995
Te-522,9.389459375
Te-523,9.34063125
Te-524,7.3796937499999995
Te-525,8.397271875
Te-526,7.2000062499999995
Te-527,9.209771875
Te-528,7.6863343749999995
Te-529,8.846490625
Te-530,8.680475
Te-531,7.4793031249999995
Te-532,8.744928125
Te-533,9.1716859375
Te-534,8.2820375
Te-535,7.9558656249999995
Te-536,7.2781312499999995
Te-537,8.6169984375
Te-538,7.9207093749999995
Te-539,9.2195375
Te-540,8.397271875
Te-541,6.8191468749999995
Te-542,8.91094375
Te-543,7.4109437499999995
Te-544,9.48906875
Te-545,8.2820375
Te-546,8.397271875
Te-547,8.088678125
Te-548,7.8757874999999995
Te-549,9.401178125
Te-550,8.9978578125
Te-551,8.213678125
Te-552,8.397271875
Te-553,9.3904359375
Te-554,8.397271875
Te-555,8.2586
Te-556,7.5183656249999995
Te-557,8.28985
Te-558,9.143365625
Te-559,7.9968812499999995
Te-560,8.0007875
Te-561,8.397271875
Te-562,7.5808656249999995
Te-563,7.7429749999999995
Te-564,7.7605531249999995
Te-565,8.385553125
Te-566,8.873834375
Te-567,8.65313125
Te-568,8.397271875
Te-569,8.069146875
Te-570,7.9753968749999995
Te-571,8.936334375
Te-572,6.8054749999999995
Te-573,8.908990625
Te-574,8.82500625
Te-575,7.4246156249999995
Te-576,6.9949281249999995
Te-577,8.377740625
Te-578,9.399225
Te-579,7.8699281249999995
Te-580,7.6980531249999995
Te-581,7.0359437499999995
Te-582,8.397271875
Te-583,9.6345765625
Te-584,7.1687562499999995
Te-585,7.8699281249999995
Te-586,9.053521875
Te-587,6.5750062499999995
Te-588,7.6863343749999995
Te-589,8.20781875
Te-590,8.274225
Te-591,7.5535218749999995
Te-592,7.4988343749999995
Te-593,9.21563125
Te-594,9.04375625
Te-595,8.010553125
Te-596,7.4226624999999995
Te-597,8.2664125
Te-598,7.5183656249999995
Te-599,7.5964906249999995
Te-600,8.32500625
Te-601,8.545709375
Te-602,8.10625625
Te-603,7.2332093749999995
Te-604,6.9636781249999995
Te-605,8.75469375
Te-606,7.2058656249999995
Te-607,7.2517640624999995
Te-608,8.713678125
Te-609,7.7390687499999995
Te-610,8.51250625
Te-611,7.8660218749999995
Te-612,9.6248109375
Te-613,7.6824281249999995
Te-614,8.928521875
Te-615,7.3445374999999995
Te-616,8.397271875
Te-617,7.3855531249999995
Te-618,8.381646875
Te-619,8.397271875
Te-620,8.358209375
Te-621,7.4656312499999995
Te-622,9.66485
Te-623,8.459771875
Te-624,7.3347718749999995
Te-625,8.397271875
Te-626,8.75469375
Te-627,7.6199281249999995
Te-628,8.11406875
Te-629,7.0652406249999995
Te-630,8.6267640625
Te-631,8.397271875
Te-632,8.149225
Te-633,9.287896875
Te-634,8.68438125
Te-635,8.201959375
Te-636,8.772271875
Te-637,7.7390687499999995
Te-638,9.2752015625
Te-639,7.7214906249999995
Te-640,7.9793031249999995
Te-641,8.873834375
Te-642,8.3494203125
Te-643,7.2625062499999995
Te-644,8.67656875
Te-645,8.397271875
Te-646,8.604303125
Te-647,8.397271875
Te-648,8.975396875
Te-649,8.635553125
Te-650,7.7742249999999995
Te-651,8.069146875
Te-652,8.455865625
Te-653,7.6316468749999995
Te-654,7.3777406249999995
Te-655,7.1570374999999995
Te-656,7.8640687499999995
Te-657,8.7947328125
Te-658,8.221490625
Te-659,6.3425843749999995
Te-660,7.8972718749999995
Te-661,8.73906875
Te-662,7.2390687499999995
Te-663,7.4226624999999995
Te-664,8.471490625
Te-665,8.2009828125
Te-666,7.3191468749999995
Te-667,8.795709375
Te-668,8.397271875
Te-669,7.4402406249999995
Te-670,8.9070375
Te-671,8.401178125
Te-672,9.4587953125
Te-673,8.241021875
Te-674,6.5144593749999995
Te-675,7.5300843749999995
Te-676,8.291803125
Te-677,8.658990625
Te-678,9.7820375
Te-679,7.7117249999999995
Te-680,8.20000625
Te-681,8.30156875
Te-682,7.1394593749999995
Te-683,8.393365625
Te-684,8.2586
Te-685,8.9216859375
Te-686,7.3103578124999995
Te-687,7.4099671874999995
Te-688,7.7019593749999995
Te-689,8.151178125
Te-690,7.9724671874999995
Te-691,8.217584375
Te-692,8.2517640625
Te-693,8.998834375
Te-694,8.248834375
Te-695,9.346490625
Te-696,9.506646875
Te-697,6.7703187499999995
Te-698,8.608209375
Te-699,8.049615625
Te-700,7.5496156249999995
Te-701,8.573053125
Te-702,7.4050843749999995
Te-703,8.19219375
Te-704,8.5789125
Te-705,8.834771875
Te-706,8.45000625
Te-707,7.2283265624999995
Te-708,7.5027406249999995
Te-709,8.15313125
Te-710,7.7566468749999995
Te-711,8.9431703125
Te-712,8.104303125
Te-713,8.242975
Te-714,7.6746156249999995
Te-715,7.3425843749999995
Te-716,7.4636781249999995
Te-717,7.9656312499999995
Te-718,8.30156875
Te-719,7.3464906249999995
Te-720,7.7566468749999995
Te-721,7.3875062499999995
Te-722,8.397271875
Te-723,7.9216859374999995
Te-724,7.2273499999999995
Te-725,9.201959375
Te-726,7.4539124999999995
Te-727,8.397271875
Te-728,9.77031875
Te-729,8.756646875
Te-730,7.6355531249999995
Te-731,8.397271875
Te-732,8.151178125
Te-733,8.401178125
Te-734,7.7703187499999995
Te-735,8.416803125
Te-736,8.948053125
Te-737,7.9675843749999995
Te-738,7.3074281249999995
Te-739,9.030084375
Te-740,7.3054749999999995
Te-741,8.2205140625
Te-742,7.0378968749999995
Te-743,9.01250625
Te-744,9.295709375
Te-745,8.541803125
Te-746,7.6511781249999995
Te-747,8.6961
Te-748,7.3074281249999995
Te-749,7.8728578124999995
Te-750,7.7996156249999995
Te-751,8.397271875
Te-752,8.20781875
Te-753,8.666803125
Te-754,8.088678125
Te-755,7.5378968749999995
Te-756,9.0711
Te-757,8.8757875
Te-758,9.03594375
Te-759,7.0222718749999995
Te-760,8.11406875
Te-761,8.272271875
Te-762,7.2283265624999995
Te-763,8.20000625
Te-764,8.397271875
Te-765,7.3699281249999995
Te-766,6.9236390624999995
Te-767,8.4226625
Te-768,8.45000625
Te-769,8.0945375
Te-770,9.573053125
Te-771,9.533990625
Te-772,7.8660218749999995
Te-773,8.27031875
Te-774,9.3962953125
Te-775,8.213678125
Te-776,7.2195374999999995
Te-777,8.35235
Te-778,7.4724671874999995
Te-779,8.3211
Te-780,7.8152406249999995
Te-781,7.0769593749999995
Te-782,8.080865625
Te-783,7.4480531249999995
Te-784,9.092584375
Te-785,7.7078187499999995
Te-786,8.147271875
Te-787,7.3230531249999995
Te-788,8.729303125
Te-789,7.7253968749999995
Te-790,7.4714906249999995
Te-791,7.5535218749999995
Te-792,7.4558656249999995
Te-793,8.397271875
Te-794,7.6238343749999995
Te-795,8.483209375
Te-796,8.686334375
Te-797,6.6511781249999995
Te-798,7.5115296874999995
Te-799,8.412896875
Te-800,8.397271875
Te-801,8.276178125
Te-802,7.4187562499999995
Te-803,7.7351624999999995
Te-804,7.6511781249999995
Te-805,9.3914125
Te-806,8.241021875
Te-807,8.76250625
Te-808,9.030084375
Te-809,9.1726625
Te-810,8.397271875
Te-811,7.4832093749999995
Te-812,7.7918031249999995
Te-813,9.162896875
Te-814,8.12188125
Te-815,8.70000625
Te-816,7.1257874999999995
Te-817,7.4089906249999995
Te-818,8.055475
Te-819,9.135553125
Te-820,7.8621156249999995
Te-821,9.444146875
Te-822,5.9871156249999995
Te-823,7.9617249999999995
Te-824,8.483209375
Te-825,8.52813125
Te-826,8.5945375
Te-827,7.1746156249999995
Te-828,7.6863343749999995
Te-829,8.055475
Te-830,9.1873109375
Te-831,8.526178125
Te-832,7.3406312499999995
Te-833,9.5974671875
Te-834,6.6628968749999995
Te-835,6.8503968749999995
Te-836,8.268365625
Te-837,8.100396875
Te-838,8.45000625
Te-839,7.8699281249999995
Te-840,7.7527406249999995
Te-841,7.3132874999999995
Te-842,9.592584375
Te-843,7.5066468749999995
Te-844,9.242975
Te-845,9.4382875
Te-846,7.9148499999999995
Te-847,8.62188125
Te-848,10.12969375
Te-849,7.7703187499999995
Te-850,8.397271875
Te-851,7.3835999999999995
Te-852,8.397271875
Te-853,8.123834375
Te-854,8.9197328125
Te-855,8.4451234375
Te-856,7.9675843749999995
Te-857,8.8220765625
Te-858,7.6804749999999995
Te-859,8.092584375
Te-860,8.303521875
Te-861,9.04375625
Te-862,9.51250625
Te-863,7.9929749999999995
Te-864,7.1355531249999995
Te-865,8.397271875
Te-866,9.291803125
Te-867,9.698053125
Te-868,9.451959375
Te-869,9.40313125
Te-870,7.6785218749999995
Te-871,7.8777406249999995
Te-872,9.14531875
Te-873,8.725396875
Te-874,8.241021875
Te-875,8.397271875
Te-876,7.4050843749999995
Te-877,7.4128968749999995
Te-878,8.143365625
Te-879,7.6941468749999995
Te-880,9.00469375
Te-881,9.10625625
Te-882,7.5183656249999995
Te-883,8.451959375
Te-884,6.9197328124999995
Te-885,8.397271875
Te-886,7.7468812499999995
Te-887,8.541803125
Te-888,8.397271875
Te-889,9.135553125
Te-890,9.95635390625
Te-891,7.0066468749999995
Te-892,8.2976625
Te-893,7.1648499999999995
Te-894,8.256646875
Te-895,9.3289125
Te-896,8.40313125
Te-897,9.061334375
Te-898,8.7556703125
Te-899,7.1921937499999995
Te-900,7.1765687499999995
Te-901,7.6980531249999995
Te-902,8.6336
Te-903,7.4109437499999995
Te-904,7.4558656249999995
Te-905,7.7625062499999995
Te-906,7.8621156249999995
Te-907,9.4470765625
Te-908,8.45781875
Te-909,6.8464906249999995
Te-910,9.377740625
Te-911,8.135553125
Te-912,7.4705140624999995
Te-913,6.5496156249999995
Te-914,8.2664125
Te-915,7.3835999999999995
Te-916,7.3582093749999995
Te-917,7.3191468749999995
Te-918,8.07500625
Te-919,7.7156312499999995
Te-920,7.4871156249999995
Te-921,8.78594375
Te-922,7.9587953124999995
Te-923,7.0369203124999995
Te-924,9.186334375
Te-925,8.951959375
Te-926,8.9539125
Te-927,7.2478578124999995
Te-928,9.8211
Te-929,7.1628968749999995
Te-930,8.44219375
Te-931,9.63408828125
Te-932,7.9187562499999995
Te-933,6.9539124999999995
Te-934,8.795709375
Te-935,7.5935609374999995
Te-936,8.2283265625
Te-937,6.8552796874999995
Te-938,7.8699281249999995
Te-939,6.6306703124999995
Te-940,8.1961
Te-941,6.8777406249999995
Te-942,9.086725
Te-943,9.10625625
Te-944,9.326959375
Te-945,7.1609437499999995
Te-946,7.8074281249999995
Te-947,9.01250625
Te-948,8.182428125
Te-949,8.420709375
Te-950,7.6101624999999995
Te-951,7.3503968749999995
Te-952,8.666803125
Te-953,7.9329164062499995
Te-954,10.155084375
Te-955,9.123834375
Te-956,9.961725
Te-957,7.6609437499999995
Te-958,8.303521875
Te-959,6.8972718749999995
Te-960,9.2166078125
Te-961,8.565240625
Te-962,6.9851624999999995
Te-963,8.02813125
Te-964,7.3015687499999995
Te-965,9.4099671875
Te-966,8.076959375
Te-967,7.9011781249999995
Te-968,8.70000625
Te-969,7.9871156249999995
Te-970,7.7566468749999995
Te-971,8.838678125
Te-972,8.088678125
Te-973,7.2752015624999995
Te-974,8.38750625
Te-975,8.8289125
Te-976,6.6658265624999995
Te-977,8.397271875
Te-978,8.397271875
Te-979,8.59844375
Te-980,8.1961
Te-981,8.123834375
Te-982,8.1892640625
Te-983,8.9382875
Te-984,8.198053125
Te-985,6.8621156249999995
Te-986,7.2429749999999995
Te-987,8.867975
Te-988,8.237115625
Te-989,8.397271875
Te-990,9.0632875
Te-991,7.2742249999999995
Te-992,8.397271875
Te-993,8.690240625
Te-994,7.8396546874999995
Te-995,8.073053125
Te-996,7.8308656249999995
Te-997,7.6121156249999995
Te-998,9.02031875
Te-999,7.6843812499999995
Te-1000,7.7371156249999995
Te-1001,8.854303125
Te-1002,9.7146546875
Te-1003,7.9636781249999995
Te-1004,7.5574281249999995
Te-1005,10.38750625
Te-1006,7.5623109374999995
Te-1007,8.061334375
Te-1008,8.639459375
Te-1009,7.0203187499999995
Te-1010,7.4617249999999995
Te-1011,6.9509828124999995
Te-1012,8.397271875
Te-1013,9.5945375
Te-1014,8.6336
Te-1015,8.397271875
Te-1016,6.6873109374999995
Te-1017,8.326959375
Te-1018,7.3738343749999995
Te-1019,8.46563125
Te-1020,7.0945374999999995
Te-1021,7.6228578124999995
Te-1022,8.461725
Te-1023,7.3464906249999995
Te-1024,9.237115625
Te-1025,7.8132874999999995
Te-1026,8.5476625
Te-1027,7.1013734374999995
Te-1028,8.24688125
Te-1029,8.95781875
Te-1030,8.397271875
Te-1031,7.1707093749999995
Te-1032,8.9080140625
Te-1033,7.3035218749999995
Te-1034,9.4070375
Te-1035,7.6785218749999995
Te-1036,6.6882874999999995
Te-1037,8.28985
Te-1038,8.252740625
Te-1039,7.2595765624999995
Te-1040,8.7634828125
Te-1041,8.2400453125
Te-1042,8.358209375
Te-1043,8.459771875
Te-1044,7.1863343749999995
Te-1045,8.5603578125
Te-1046,8.287896875
Te-1047,7.9226624999999995
Te-1048,8.084771875
Te-1049,9.22344375
Te-1050,9.02813125
Te-1051,9.569146875
Te-1052,7.6746156249999995
Te-1053,7.0496156249999995
Te-1054,6.1941468749999995
Te-1055,9.1882875
Te-1056,7.6960999999999995
Te-1057,9.05938125
Te-1058,8.010553125
Te-1059,8.586725
Te-1060,7.1101624999999995
Te-1061,8.12188125
Te-1062,8.408990625
Te-1063,8.8962953125
Te-1064,8.252740625
Te-1065,8.12969375
Te-1066,9.6101625
Te-1067,7.7410218749999995
Te-1068,7.3464906249999995
Te-1069,7.8191468749999995
Te-1070,9.4070375
Te-1071,7.9353578124999995
Te-1072,6.9011781249999995
Te-1073,8.264459375
Te-1074,7.9871156249999995
Te-1075,7.3464906249999995
Te-1076,8.213678125
Te-1077,9.8162171875
Te-1078,8.397271875
Te-1079,8.37188125
Te-1080,8.748834375
Te-1081,7.7253968749999995
Te-1082,8.080865625
Te-1083,8.963678125
Te-1084,8.8533265625
Te-1085,8.256646875
Te-1086,8.272271875
Te-1087,6.7566468749999995
Te-1088,9.30938125
Te-1089,7.6257874999999995
Te-1090,7.4285218749999995
Te-1091,8.68438125
Te-1092,7.5906312499999995
Te-1093,8.37188125
Te-1094,7.7937562499999995
Te-1095,8.397271875
Te-1096,7.4675843749999995
Te-1097,7.6921937499999995
Te-1098,8.760553125
Te-1099,6.7400453124999995
Te-1100,9.39531875
Te-1101,7.8074281249999995
Te-1102,8.346490625
Te-1103,6.7312562499999995
Te-1104,8.7976625
Te-1105,8.080865625
Te-1106,8.807428125
Te-1107,7.0808656249999995
Te-1108,8.27813125
Te-1109,7.7175843749999995
Te-1110,8.51250625
Te-1111,7.7097718749999995
Te-1112,8.205865625
Te-1113,7.4832093749999995
Te-1114,8.4744203125
Te-1115,7.2175843749999995
Te-1116,9.27813125
Te-1117,7.3191468749999995
Te-1118,8.553521875
Te-1119,7.5339906249999995
Te-1120,8.733209375
Te-1121,8.381646875
Te-1122,7.4421937499999995
Te-1123,7.5427796874999995
Te-1124,9.4461
Te-1125,7.0808656249999995
Te-1126,7.8210999999999995
Te-1127,8.799615625
Te-1128,8.205865625
Te-1129,8.617975
